college,course,quota,category,min_rank,cutoff_rank
"THANJAVUR MEDICAL COLLEGE, THANJAVUR,THANJAVUR MEDICAL COLLEGE, THANJAVUR, Tamil Nadu, 613004",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),AI,OBC,8078,8078
"THANJAVUR MEDICAL COLLEGE, THANJAVUR,THANJAVUR MEDICAL COLLEGE, THANJAVUR, Tamil Nadu, 613004",M.S. (E.N.T.),AI,OBC,18171,18171
"THANJAVUR MEDICAL COLLEGE, THANJAVUR,THANJAVUR MEDICAL COLLEGE, THANJAVUR, Tamil Nadu, 613004",M.S. (E.N.T.),AI,SC,35014,35014
"THANJAVUR MEDICAL COLLEGE, THANJAVUR,THANJAVUR MEDICAL COLLEGE, THANJAVUR, Tamil Nadu, 613004",M.S. (GENERAL SURGERY),AI,EWS,15584,15584
"THANJAVUR MEDICAL COLLEGE, THANJAVUR,THANJAVUR MEDICAL COLLEGE, THANJAVUR, Tamil Nadu, 613004",M.S. (GENERAL SURGERY),AI,General,11500,11500
"THANJAVUR MEDICAL COLLEGE, THANJAVUR,THANJAVUR MEDICAL COLLEGE, THANJAVUR, Tamil Nadu, 613004",M.S. (GENERAL SURGERY),AI,OBC,10074,11669
"THANJAVUR MEDICAL COLLEGE, THANJAVUR,THANJAVUR MEDICAL COLLEGE, THANJAVUR, Tamil Nadu, 613004",M.S. (OPHTHALMOLOGY),AI,OBC,16124,20868
"THANJAVUR MEDICAL COLLEGE, THANJAVUR,THANJAVUR MEDICAL COLLEGE, THANJAVUR, Tamil Nadu, 613004",M.S. (ORTHOPAEDICS),AI,OBC,12414,13828
"THANJAVUR MEDICAL COLLEGE, THANJAVUR,THANJAVUR MEDICAL COLLEGE, THANJAVUR, Tamil Nadu, 613004",MD/MS (Anatomy),AI,General,81730,81730
"THE MEDICITY HOSPITAL,Uttaranchal",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,AD,General,31966,32452
"THE MEDICITY HOSPITAL,Uttaranchal",(NBEMS-DIPLOMA) PAEDIATRICS,AD,General,31847,32573
"THE MEDICITY HOSPITAL,Uttaranchal,Teen pani, Bigbara, Uttarakhand 244923, Uttarakhand, 244923",(NBEMS) ANAESTHESIOLOGY,AD,OBC,30533,30533
"THE MEDICITY HOSPITAL,Uttaranchal,Teen pani, Bigbara, Uttarakhand 244923, Uttarakhand, 244923",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,AD,General,33378,33378
"TIBRA EYE HOSPITAL AND RETINA CENTRE, Rajasthan",(NBEMS-DIPLOMA) OPHTHALMOLOGY,AD,General,40239,40239
"TIBRA EYE HOSPITAL AND RETINA CENTRE, Rajasthan,W-28, SANTOSHI MATA MANDIR KE PAS, RANI SATI ROAD, SIKAR, Rajasthan, 332001",(NBEMS-DIPLOMA) OPHTHALMOLOGY,AD,General,42825,42825
"TIMES HOSPITAL, Assam",(NBEMS) GENERAL MEDICINE,AD,OBC,12055,12055
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (ANAESTHESIOLOGY ),AI,EWS,15696,15696
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (ANAESTHESIOLOGY ),AI,General,11951,13626
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (ANAESTHESIOLOGY ),AI,OBC,13903,16974
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (ANAESTHESIOLOGY ),AI,SC,30818,33180
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (ANAESTHESIOLOGY ),AI,ST,45207,59634
TOPIWALA NATIONAL MEDICAL COLLEGE,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,OBC,1513,1513
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (FORENSIC MEDICINE),AI,OBC,53343,71526
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),AI,EWS,562,562
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),AI,General,129,362
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),AI,OBC,938,1359
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),AI,SC,6254,7032
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),AI,ST,11267,22863
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (MICROBIOLOGY),AI,General,40640,40640
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,OBC,5546,5546
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,OBC PwD,118417,118417
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (PAEDIATRICS),AI,General,2571,2876
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (PAEDIATRICS),AI,OBC,3642,4362
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (PATHOLOGY),AI,EWS,18156,18156
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (PATHOLOGY),AI,General,20331,22599
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (PATHOLOGY),AI,OBC,13301,13301
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (PHARMACOLOGY),AI,General,30183,30183
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (PHARMACOLOGY),AI,OBC,49896,49896
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (PHYSIOLOGY),AI,ST,116420,116420
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,General,21325,32108
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,OBC,32705,45429
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,SC,62482,62482
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (PSYCHIATRY),AI,EWS,7208,7208
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (PSYCHIATRY),AI,General,1965,3023
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (PSYCHIATRY),AI,OBC,6268,6268
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),AI,EWS,291,291
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),AI,OBC,731,731
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),AI,SC,4088,4088
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),AI,ST,9694,9694
TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),AI,OBC,5841,5841
TOPIWALA NATIONAL MEDICAL COLLEGE,M.S. (E.N.T.),AI,General,2875,4042
TOPIWALA NATIONAL MEDICAL COLLEGE,M.S. (GENERAL SURGERY),AI,General,950,2176
TOPIWALA NATIONAL MEDICAL COLLEGE,M.S. (GENERAL SURGERY),AI,OBC,3403,4214
TOPIWALA NATIONAL MEDICAL COLLEGE,M.S. (GENERAL SURGERY),AI,SC,11484,11484
TOPIWALA NATIONAL MEDICAL COLLEGE,M.S. (OPHTHALMOLOGY),AI,General,1709,4294
TOPIWALA NATIONAL MEDICAL COLLEGE,M.S. (OPHTHALMOLOGY),AI,OBC,2772,2772
TOPIWALA NATIONAL MEDICAL COLLEGE,M.S. (ORTHOPAEDICS),AI,OBC,6997,6997
TOPIWALA NATIONAL MEDICAL COLLEGE,M.S. (ORTHOPAEDICS),AI,SC,12473,12473
TOPIWALA NATIONAL MEDICAL COLLEGE,MD/MS (Anatomy),AI,General,58044,58044
TOPIWALA NATIONAL MEDICAL COLLEGE,MD/MS (Anatomy),AI,OBC,88483,88483
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (ANAESTHESIOLOGY ),AI,General,14532,16100
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (ANAESTHESIOLOGY ),AI,OBC,17055,19498
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (ANAESTHESIOLOGY ),AI,SC,37909,38047
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (FORENSIC MEDICINE),AI,OBC,84812,84812
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (GENERAL MEDICINE),AI,OBC,657,657
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (GENERAL MEDICINE),AI,SC,7131,7131
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (GENERAL MEDICINE),AI,ST,6438,6438
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (MICROBIOLOGY),AI,EWS,116000,116000
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (MICROBIOLOGY),AI,OBC,50337,50337
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,GNYes,177433,177433
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,OBC,5015,5015
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,SC,15835,15835
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (PAEDIATRICS),AI,EWS,5678,5678
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (PAEDIATRICS),AI,General,3132,3132
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (PAEDIATRICS),AI,OBC,6760,7008
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (PAEDIATRICS),AI,SC,16229,16229
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (PAEDIATRICS),AI,ST,25931,25931
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (PATHOLOGY),AI,EWS,39701,39701
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (PATHOLOGY),AI,General,25940,28686
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (PATHOLOGY),AI,OBC,29741,30758
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (PHYSIOLOGY),AI,SC,145143,145143
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (PHYSIOLOGY),AI,ST,149055,149055
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,General,38853,38853
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,OBC,49326,49326
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (PSYCHIATRY),AI,EWS,11075,11075
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (RADIO- DIAGNOSIS),AI,EWS,1103,1103
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (RADIO- DIAGNOSIS),AI,General,447,447
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (RADIO- DIAGNOSIS),AI,SC,5436,5436
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),AI,General,4655,4655
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.S. (E.N.T.),AI,EWS,18122,18122
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.S. (GENERAL SURGERY),AI,General,2847,2896
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.S. (GENERAL SURGERY),AI,SC,16237,16237
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.S. (GENERAL SURGERY),AI,ST,53793,53793
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.S. (OPHTHALMOLOGY),AI,General,5357,6366
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.S. (ORTHOPAEDICS),AI,OBC,8616,8616
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.S. (ORTHOPAEDICS),AI,SC,22817,22817
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",MD/MS (Anatomy),AI,OBC,114840,116028
"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",MD/MS (Anatomy),AI,SC,154358,154358
"Tagore Hospital and Heart Care Center Pvt. Ltd.,",(NBEMS) GENERAL MEDICINE,AD,General,8902,9825
"Tagore Hospital and Heart Care Center Pvt. Ltd.,BANDA BAHADUR NAGAR, MAHAVIR MARG, JALANDHAR CITY 144001, PUNJAB, INDIA, Punjab, 144001",(NBEMS) ANAESTHESIOLOGY,AD,General,30545,30545
"Tagore Hospital and Heart Care Center Pvt. Ltd.,BANDA BAHADUR NAGAR, MAHAVIR MARG, JALANDHAR CITY 144001, PUNJAB, INDIA, Punjab, 144001",(NBEMS) GENERAL MEDICINE,AD,General,9977,9977
"Taluk General Hospital,",(NBEMS-DIPLOMA) ANAESTHESIOLOGY,AD,SC,58970,58970
"Taluk General Hospital, Karnataka",(NBEMS-DIPLOMA) ANAESTHESIOLOGY,AD,General,49770,49770
"Taluk General Hospital, Karnataka",(NBEMS-DIPLOMA) PAEDIATRICS,AD,OBC,31469,31469
"Taluk General Hospital, Karnataka,Taluk General Hospital Bhadravathi cmobdvtatgmail.com, Karnataka, 577301",(NBEMS-DIPLOMA) ANAESTHESIOLOGY,AD,General,45236,45236
"Taluk General Hospital, Karnataka,Taluk General Hospital Bhadravathi cmobdvtatgmail.com, Karnataka, 577301",(NBEMS-DIPLOMA) PAEDIATRICS,AD,OBC,31584,31584
"Taluka General Hospital,",(NBEMS-DIPLOMA) OPHTHALMOLOGY,AD,OBC,43957,43957
"Taluka General Hospital,",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,AD,EWS,33916,33916
"Taluka General Hospital,Chief Medical Officer Taluka General Hospital Athani, Tq Athani, Dist Belagavi Karnataka 591304, Karnataka, 591304",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,AD,EWS,32823,32823
"Tata Main Hospital,",(NBEMS) ANAESTHESIOLOGY,AD,General,19135,21563
"Tata Main Hospital,",(NBEMS) GENERAL MEDICINE,AD,General,3587,5575
"Tata Main Hospital,",(NBEMS) GENERAL SURGERY,AD,General,12586,12947
"Tata Main Hospital,",(NBEMS) ORTHOPAEDICS,AD,General,14011,14943
"Tata Main Hospital,",(NBEMS) ORTHOPAEDICS,AD,OBC,15158,15158
"Tata Main Hospital,",(NBEMS) Obstetrics and Gynaecology,AD,General,9885,10466
"Tata Main Hospital,",(NBEMS) PAEDIATRICS,AD,General,9755,10008
"Tata Main Hospital,",(NBEMS) PATHOLOGY,AD,General,34860,34860
"Tata Main Hospital,",(NBEMS-DIPLOMA) OPHTHALMOLOGY,AD,General,26042,28999
"Tata Main Hospital,",(NBEMS-DIPLOMA) OPHTHALMOLOGY,AD,OBC,25676,27153
"Tata Main Hospital,",(NBEMS-DIPLOMA) Otorhinolaryngology (E.N.T.),AD,General,35898,39312
"Tata Main Hospital,C Road, Bistupur, Jamshedpur, Jharkhand, 831001",(NBEMS) ANAESTHESIOLOGY,AD,General,25360,26607
"Tata Main Hospital,C Road, Bistupur, Jamshedpur, Jharkhand, 831001",(NBEMS) ANAESTHESIOLOGY,AD,OBC,24908,24908
"Tata Main Hospital,C Road, Bistupur, Jamshedpur, Jharkhand, 831001",(NBEMS) Emergency Medicine,AD,General,17999,17999
"Tata Main Hospital,C Road, Bistupur, Jamshedpur, Jharkhand, 831001",(NBEMS) Emergency Medicine,AD,OBC,21880,21880
"Tata Main Hospital,C Road, Bistupur, Jamshedpur, Jharkhand, 831001",(NBEMS) GENERAL MEDICINE,AD,General,4616,5419
"Tata Main Hospital,C Road, Bistupur, Jamshedpur, Jharkhand, 831001",(NBEMS) GENERAL SURGERY,AD,General,13608,13838
"Tata Main Hospital,C Road, Bistupur, Jamshedpur, Jharkhand, 831001",(NBEMS) ORTHOPAEDICS,AD,General,17614,17614
"Tata Main Hospital,C Road, Bistupur, Jamshedpur, Jharkhand, 831001",(NBEMS) ORTHOPAEDICS,AD,OBC,18165,18165
"Tata Main Hospital,C Road, Bistupur, Jamshedpur, Jharkhand, 831001",(NBEMS) Obstetrics and Gynaecology,AD,General,10126,10529
"Tata Main Hospital,C Road, Bistupur, Jamshedpur, Jharkhand, 831001",(NBEMS) PAEDIATRICS,AD,General,10415,11397
"Tata Main Hospital,C Road, Bistupur, Jamshedpur, Jharkhand, 831001",(NBEMS) PATHOLOGY,AD,General,42016,42016
"Tata Main Hospital,C Road, Bistupur, Jamshedpur, Jharkhand, 831001",(NBEMS-DIPLOMA) OPHTHALMOLOGY,AD,General,30025,30025
"Tata Main Hospital,C Road, Bistupur, Jamshedpur, Jharkhand, 831001",(NBEMS-DIPLOMA) OPHTHALMOLOGY,AD,OBC,41813,41813
"Tata Main Hospital,C Road, Bistupur, Jamshedpur, Jharkhand, 831001",(NBEMS-DIPLOMA) Otorhinolaryngology (E.N.T.),AD,EWS,39559,39559
"Tata Medical Center,",(NBEMS) IMMUNO- HAEMATOLOGY AND BLOOD TRANSFUSION,AD,General,36953,37782
"Tata Medical Center,",(NBEMS) IMMUNO- HAEMATOLOGY AND BLOOD TRANSFUSION,AD,OBC,43049,43049
"Tata Medical Center,",(NBEMS) NUCLEAR MEDICINE,AD,General,4307,4307
"Tata Medical Center,",(NBEMS) RADIATION ONCOLOGY,AD,General,13612,15660
"Tata Medical Center,",(NBEMS) RADIO- DIAGNOSIS,AD,General,1581,1581
"Tata Medical Center,14 MAJOR ARTERIAL ROAD EW NEWTOWN RAJARHAT KOLKATA 700160, West Bengal, 700160",(NBEMS) RADIATION ONCOLOGY,AD,General,18313,18313
"Tata Motors Hospital,",(NBEMS) GENERAL MEDICINE,AD,EWS,7138,7138
"Tata Motors Hospital,",(NBEMS) GENERAL MEDICINE,AD,General,6367,6367
"Tata Motors Hospital,",(NBEMS) ORTHOPAEDICS,AD,General,17145,17808
"Tata Motors Hospital,",(NBEMS) Obstetrics and Gynaecology,AD,General,10835,10835
"Tata Motors Hospital,",(NBEMS) PAEDIATRICS,AD,General,11888,12081
"Tata Motors Hospital,",(NBEMS-DIPLOMA) Otorhinolaryngology (E.N.T.),AD,General,33430,33430
"Tata Motors Hospital,",(NBEMS-DIPLOMA) RADIO-DIAGNOSIS,AD,General,6819,9445
"Tata Motors Hospital,KHARANGAJHAR, TELCO COLONY JAMSHEDPUR, Jharkhand, 831003",(NBEMS) ANAESTHESIOLOGY,AD,General,27188,27569
"Tata Motors Hospital,KHARANGAJHAR, TELCO COLONY JAMSHEDPUR, Jharkhand, 831003",(NBEMS) GENERAL MEDICINE,AD,EWS,6114,6114
"Tata Motors Hospital,KHARANGAJHAR, TELCO COLONY JAMSHEDPUR, Jharkhand, 831003",(NBEMS) GENERAL MEDICINE,AD,General,7416,7416
"Tata Motors Hospital,KHARANGAJHAR, TELCO COLONY JAMSHEDPUR, Jharkhand, 831003",(NBEMS) GENERAL SURGERY,AD,General,15078,18239
"Tata Motors Hospital,KHARANGAJHAR, TELCO COLONY JAMSHEDPUR, Jharkhand, 831003",(NBEMS) ORTHOPAEDICS,AD,General,22655,22655
"Tata Motors Hospital,KHARANGAJHAR, TELCO COLONY JAMSHEDPUR, Jharkhand, 831003",(NBEMS) Obstetrics and Gynaecology,AD,General,10909,10909
"Tata Motors Hospital,KHARANGAJHAR, TELCO COLONY JAMSHEDPUR, Jharkhand, 831003",(NBEMS) PAEDIATRICS,AD,General,11639,11639
"Tata Motors Hospital,KHARANGAJHAR, TELCO COLONY JAMSHEDPUR, Jharkhand, 831003",(NBEMS-DIPLOMA) Otorhinolaryngology (E.N.T.),AD,General,40810,40810
"Tej Bahadur Sapru Hospital,",(NBEMS-DIPLOMA) PAEDIATRICS,AD,OBC,24954,24954
"Tej Bahadur Sapru Hospital,Stanley Road opp Erny memorial school Beli Goan Prayagraj up pin- 211002, Uttar Pradesh, 211002",(NBEMS) GENERAL MEDICINE,AD,EWS,9762,9762
"Tejasvini Hospital and SSIOT,",(NBEMS) ORTHOPAEDICS,AD,EWS,20231,20231
"Tejasvini Hospital and SSIOT,",(NBEMS) ORTHOPAEDICS,AD,General,16056,16056
"Tejasvini Hospital and SSIOT,",(NBEMS) ORTHOPAEDICS,AD,OBC,17925,17925
"Tejasvini Hospital and SSIOT,Tejasvini Hospital and SSIOT Kadri Temple Road Mangalore, Karnataka, 575003",(NBEMS) ORTHOPAEDICS,AD,OBC,20087,20087
Tezpur Medical College,M.D. (ANAESTHESIOLOGY ),AI,General,19922,19922
Tezpur Medical College,M.D. (ANAESTHESIOLOGY ),AI,SC,45038,45038
Tezpur Medical College,M.D. (GENERAL MEDICINE),AI,General,3233,3667
Tezpur Medical College,M.D. (GENERAL MEDICINE),AI,OBC,6845,6845
Tezpur Medical College,M.D. (MICROBIOLOGY),AI,General,67427,67427
Tezpur Medical College,M.D. (PATHOLOGY),AI,ST,46536,76831
Tezpur Medical College,M.D. (PHARMACOLOGY),AI,OBC,86654,86654
Tezpur Medical College,M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,General,31796,64084
Tezpur Medical College,M.D. (PSYCHIATRY),AI,OBC,23862,23862
Tezpur Medical College,M.D. (RADIO- DIAGNOSIS),AI,SC,12946,12946
Tezpur Medical College,M.S. (E.N.T.),AI,OBC,18334,18334
